publishedAt,title,description,url,source_name
2025-11-14T22:25:42Z,"There are plenty of ways for investors to play Carney's Round 2 of nation-building projects, Scotiabank says","The Week in Stocks: Ways investors can play Mark Carney's national projects, TSX winners, losers and big names from earnings season. Read on",https://financialpost.com/investing/there-are-plenty-of-ways-for-investors-to-play-carneys-round-2-of-nation-building-projects-scotiabank-says,Financial Post
2025-11-14T22:06:14Z,"Energy stocks rise on major projects enthusiasm, while U.S. stock markets were mixed","TORONTO — Canada’s main stock index finished higher on Friday amid gains in energy stocks following more major projects announcements, while U.S. markets were mixed. Theresa Shutt, chief investment officer at Harbourfront Wealth Management, said gains in the …",https://financialpost.com/pmn/energy-stocks-rise-on-major-projects-enthusiasm-while-u-s-stock-markets-were-mixed,Financial Post
2025-10-25T23:23:18Z,ASEAN summit in Malaysia: Who’s attending and what to expect,The Cambodian-Thai border conflict and the US trade war will feature prominently at Southeast Asian bloc summit.,https://www.aljazeera.com/news/2025/10/25/asean-summit-in-malaysia-whos-attending-and-what-to-expect,Al Jazeera English
2025-10-25T23:14:00Z,Trump says increasing tariffs on Canada by 10 per cent,<![CDATA[ The fallout continues over a Canadian anti-tariff ad that featured late US leader Ronald Reagan. ]]>,https://www.channelnewsasia.com/world/us-canada-tariff-up-10-cent-trump-5425261,CNA
2025-10-25T23:10:37Z,Trump threatens Canada with 10% tariff increase for not pulling down critical ad sooner,President Donald Trump said on Saturday that he plans to hike tariffs on imports of Canadian goods by an extra 10% because of an anti-tariff television ad aired by the province of Ontario.,https://www.pbs.org/newshour/politics/trump-threatens-canada-with-10-tariff-increase-for-not-pulling-down-critical-ad-sooner,PBS
2025-10-25T22:50:52Z,Trump announces additional 10-per-cent tariff on Canada over Ontario ad,U.S. President Donald Trump announced an additional 10 per cent tariff on Canada on Saturday because the Ontario government didn’t immediately pull down an anti-tariff ad it was running in U.S. markets. The tariff will be “over and above what they are paying …,https://financialpost.com/pmn/trump-announces-additional-10-per-cent-tariff-on-canada-over-ontario-ad,Financial Post
2025-10-25T22:26:00Z,Trump hands Canada 10pc extra import tax for not pulling anti-tariff ad sooner,US President Donald Trump said on Saturday that he plans to hike tariffs on imports of Canadian goods by an extra 10pc because of an anti-tariff television ad aired by the province of Ontario.,https://www.independent.ie/world-news/trump-hands-canada-10pc-extra-import-tax-for-not-pulling-anti-tariff-ad-sooner/a1916110756.html,Independent.ie
2025-10-25T22:24:35Z,U of T creates emergency fund for researchers facing U.S. funding cuts,University of Toronto has created an emergency fund to support its researchers who are facing unexpected losses in funding due to cuts and policy changes at U.S. federal research agencies.,https://www.cbc.ca/news/canada/toronto/university-of-toronto-research-funding-9.6953829,CBC News
2025-10-25T22:21:37Z,"Is Ford’s ad to blame for Trump’s 10-per-cent tariff hike? Please, it’s an excuse","Ford’s message may not be the right one. Saying that protectionism and Trump’s tariff plan is bad is all well and good, but the Americans the ad is talking to no longer believe that",https://www.theglobeandmail.com/business/commentary/article-doug-ford-anti-tariff-advertisement-trump-tariffs-canada/,The Globe And Mail
2025-10-25T22:07:35Z,Trump threatens Canada with 10% extra import tax over anti-tariffs ad,"The ad, which used the words of former President Ronald Reagan to criticize U.S. tariffs, aired during a World Series game.  Trump said that Ontario's premier didn't act quickly enough to pull the ad.",https://www.npr.org/2025/10/25/g-s1-95116/trump-canada-anti-tariffs-ad-import-tax,NPR
2025-10-25T22:04:31Z,Trump slaps Canada with 10% tariff increase,"Trade tensions reach new heights President Donald Trump announced Saturday that he is raising tariffs on Canada by an additional 10% beyond current levels, intensifying an already strained trade relationship over what he characterized as a misleading advertis…",https://rollingout.com/2025/10/25/trump-increases-canada-tariff-10-percent/,Rolling Out
2025-10-25T21:56:32Z,Trump threatens Canada with 10% extra import tax,"The ad used the words of former President Ronald Reagan to criticize U.S. tariffs, angering President Trump, who said he would end trade talks with Canada",https://www.wmur.com/article/trump-threatens-canada-extra-import-tax/69155550,WMUR Manchester
2025-10-25T21:54:54Z,Trump hikes tariffs on Canada by another 10% in response to anti-tariff ad,The move comes even though Ontario's leader said the anti-tariff ad would be halted beginning Monday.,https://www.cbsnews.com/news/trump-hiking-tariffs-canada-10-percent-ontario-ad/,CBS News
2025-10-25T21:42:54Z,Trump says he's increasing Canada tariffs by 10% after Reagan ad,U.S. President Donald Trump announced an additional 10% in tariffs on Canada due to an Ontario ad that is critical of the levies. Read more.,https://financialpost.com/news/trump-raise-canada-tariff-10-reagan-ad,Financial Post
2025-10-25T21:42:54Z,Trump Says He’ll Raise Canada Tariff by 10% After Reagan Ad,President Donald Trump said he’s increasing US tariffs on Canada by 10% in response to an anti-tariff advertisement by the province of Ontario that is roiling one of the world’s biggest bilateral trade relationships.,https://financialpost.com/pmn/business-pmn/trump-says-hell-raise-canada-tariff-by-10-after-reagan-ad,Financial Post
2025-10-25T21:36:00Z,Trump announces 10% increase in tariffs on Canada,"WASHINGTON (Reuters) -U.S. President Donald Trump said on Saturday he was increasing tariffs on Canada by an additional 10% ""above what they're paying now,"" just two days after ending trade talks with Ottawa over what Trump said was as a misleading advertisem…",https://www.thestar.com.my/news/world/2025/10/26/trump-announces-10-increase-in-tariffs-on-canada,The Star Online
2025-10-25T21:29:28Z,Trump hits Canada with an extra 10% duty because Ontario’s anti-tariff ad ran during the World Series and didn’t come down immediately,Trump told reporters traveling with him that he had no intention of meeting Canadian Prime Minister Mark Carney at the ASEAN summit in Malaysia.,https://fortune.com/2025/10/25/trump-canada-extra-10-percent-tariff-world-series-ontario-ad/,Fortune
2025-10-25T21:28:00Z,Trump Punishes Canada Over Ad by Another 10%,"President Trump said on Saturday that he plans to hike tariffs on imports of Canadian goods by another 10% because of an anti-tariff television ad aired by the province of Ontario. Premier Doug Ford had said he would pull the ad after the weekend, and it ran …",https://www.newser.com/story/377506/trump-punishes-canada-over-ad-by-another-10.html,Newser
2025-10-25T21:24:19Z,Trump announces 10% increase in tariffs on Canada,"President Donald Trump said on Saturday he was increasing tariffs on Canada by an additional 10% ""above what they're paying now,"" just two days after ending ...",https://finance.yahoo.com/news/trump-announces-10-increase-tariffs-212419153.html,Yahoo Entertainment
2025-10-25T21:20:40Z,Trump punishes Canada with 10% extra import tax for not pulling down anti-tariffs ad sooner,President Donald Trump said on Saturday that he plans to hike tariffs on imports of Canadian goods by an extra 10% because of an anti-tariff television ad aired by the province of Ontario. The ad used the words of former President Ronald Reagan to criticize U…,https://japantoday.com/category/world/trump-punishes-canada-with-10-extra-import-tax-for-not-pulling-down-anti-tariffs-ad-sooner,Japan Today
2025-10-25T21:18:49Z,Trump says he’s increasing tariffs on Canada by 10% after Ontario’s Reagan ad | CNN Business,"President Donald Trump said Saturday he is increasing the tariff on Canada by 10% over current levels, further escalating trade tensions over what he called a “fake” ad that featured parts of an anti-tariff speech by former President Ronald Reagan in 1987.",https://www.cnn.com/2025/10/25/business/trump-tariffs-canada-reagan,CNN
2025-10-25T21:17:32Z,Breaking: Trump punishes Canada with 10pc tariff increase over TV ad stoush,US President Donald Trump says he plans to hike tariffs on imports of Canadian goods by an extra 10 per cent because of an anti-tariff television ad aired by the province of Ontario.,https://www.abc.net.au/news/2025-10-26/trump-punishes-canada-with-10pc-tariff-increase-over-tv-ad/105935220,ABC News (AU)
2025-10-25T21:12:12Z,Trump raises tariffs on Canadian goods in response to Reagan advert,"He had already walked away from trade talks with Canada on Thursday after the commercial, which he called a ""fraud"", initially aired.",https://www.bbc.com/news/articles/cx2ljgrm78zo,BBC News
2025-10-25T20:56:23Z,Trump Punishes Canada With 10% Extra Import Tax For Not Pulling Down Anti-Tariffs Ad Sooner,President Donald Trump says he plans to hike tariffs on imports of Canadian goods by an extra 10% because of an anti-tariff television ad aired by the province of Ontario.,https://www.huffpost.com/entry/us-trump-canada-ontario-ads-tariffs_n_68fd3868e4b0a3c9efbb1849,HuffPost
2025-10-25T20:56:07Z,Trump announces additional 10-percent Canada tariff over Reagan ad brouhaha,This is a breaking news story.,https://www.aljazeera.com/news/2025/10/25/trump-announces-additional-10-percent-canada-tariff-over-reagan-ad-brouhaha,Al Jazeera English
2025-10-25T20:54:36Z,"Carney’s Nuclear Detour: Darlington’s SMRs Will Raise Prices, Emissions, & Political Risks","In October 2025, the federal government officially designated the four-unit SMR build at Ontario Power Generation’s Darlington site as a “Major Project” and invested $2 billion through the Canada Growth Fund, alongside $1 billion from the provincial Building …",https://cleantechnica.com/2025/10/25/carneys-nuclear-detour-darlingtons-smrs-will-raise-prices-emissions-political-risks/,CleanTechnica
2025-10-25T20:50:54Z,Trump punishes Canada with 10% extra import tax for not pulling down ad sooner,"President Donald Trump says he plans to hike tariffs on imports of Canadian goods by an extra 10% because of an anti-tariff television ad aired by the province of Ontario. The ad used the words of former President Ronald Reagan to criticize U.S. tariffs, ange…",https://apnews.com/article/trump-canada-tariffs-3cbc1cbf9ed53a10b442fd55dae1e0a3,Associated Press
2025-10-25T20:49:55Z,Trump says he's hiking 'tariff on Canada' by 10% over Ontario government ad,"U.S. President Donald Trump has announced on social media he will be increasing “the Tariff on Canada” by 10 per cent “over and above what they are paying now"" because of an advertisement by the Ontario government.",https://www.cbc.ca/news/politics/trump-says-he-s-hiking-tariff-on-canada-by-10-over-ontario-government-ad-9.6953786,CBC News
2025-10-25T20:46:37Z,Trump threatens Canada with 10% extra import tax for not pulling down anti-tariffs ad sooner,By MARK SCHIEFELBEIN ABOARD AIR FORCE ONE (AP) — President Donald Trump said on Saturday that he plans to hike tariffs on imports of Canadian goods by an extra 10% because of an anti-tariff television ad aired by the province of Ontario. The ad used the words…,https://www.bostonherald.com/2025/10/25/trump-threatens-canada-with-10-extra-import-tax-for-not-pulling-down-anti-tariffs-ad-sooner/,Boston Herald
2025-10-25T20:27:33Z,How a one-minute ad threw Canada-U.S. trade talks into turmoil,"Donald Trump took issue with the ad, expressing concern that it twisted Reagan’s legacy and undermined his own tariff policies",https://nationalpost.com/news/canada/how-a-one-minute-ad-threw-canada-u-s-trade-talks-into-turmoil,National Post
2025-10-25T20:17:36Z,US-China trade tensions appear to cool before upcoming Trump-Xi meeting,U.S.-China trade tensions appear to have cooled before an upcoming meeting between President Donald Trump and Chinese leader Xi Jinping. Each side is saying that a deal is nearing between the world’s two largest economies. Any agreement would be a relief to i…,https://apnews.com/article/donald-trump-asia-malaysia-china-japan-55a147dce68e6d8fa70c2b858249c7ec,Associated Press
2025-10-25T16:00:00Z,"Christopher Luxon to push rules-based global trade at Apec, East Asia Summit meetings as Donald Trump causes economic uncertainty",The Kiwi leader will fly to Asia today to push rules-based trade.,https://www.nzherald.co.nz/nz/politics/christopher-luxon-to-push-rules-based-global-trade-at-apec-east-asia-summit-meetings-as-donald-trump-causes-economic-uncertainty/UDC7GBA3K5FGJJTEGNALTUVJHM/,New Zealand Herald
2025-10-25T15:26:51Z,Trump’s Attack on Ontario’s Reagan Ad Helped Amplify Its Reach,"In the global portfolio of political ads that changed history, a handful stand out.",https://financialpost.com/pmn/business-pmn/trumps-attack-on-ontarios-reagan-ad-helped-amplify-its-reach,Financial Post
2025-10-25T15:25:55Z,Centre’s green policies hit by power tariff hike: Sardesai,Panaji: The Goa Forward Party (GFP) on Saturday criticised the Goa electricity department’s proposal to increase the nighttime power tariffs by 20%. G.,https://timesofindia.indiatimes.com/city/goa/centres-green-policies-hit-by-power-tariff-hike-sardesai/articleshow/124808708.cms,The Times of India
2025-10-25T15:17:09Z,"Special courts in Maharashtra ease fraud pain, say return investor money first","Mumbai: A 36-year-old make-up artist, a 52-year-old cloth merchant, a 41-year-old tailor and a 65-year-old artist were together cheated of more than R.",https://timesofindia.indiatimes.com/city/mumbai/special-courts-in-maharashtra-ease-fraud-pain-say-return-investor-money-first/articleshow/124808569.cms,The Times of India
2025-10-25T15:16:58Z,Bicholim electricity bldg demolished; ₹10cr project planned,"Bicholim: The old Bicholim electricity department building, which was on the verge of collapse, has been demolished. A new building costing around Rs .",https://timesofindia.indiatimes.com/city/goa/bicholim-electricity-bldg-demolished-10cr-project-planned/articleshow/124808558.cms,The Times of India
2025-10-25T15:05:09Z,"Mumbai: Two on bike killed in highway ambulance collision in Palghar district, driver booked","Palghar: Two men were killed on the spot in a road accident at Nilmati village in Mokhada taluka, Palghar district, late Friday night. The collision o.",https://timesofindia.indiatimes.com/city/mumbai/mumbai-two-on-bike-killed-in-highway-ambulance-collision-in-palghar-district-driver-booked/articleshow/124808431.cms,The Times of India
2025-10-25T14:55:17Z,Tilak Varma opens up about rare muscle disorder in 2022,"India's young cricketer Tilak Varma revealed a severe health scare in 2022 after being diagnosed with rhabdomyolysis, a condition caused by rapid muscle breakdown due to overtraining. The incident led to hospitalization and a critical health warning, but Varm…",https://timesofindia.indiatimes.com/entertainment/telugu/movies/news/tilak-varma-opens-up-about-rare-muscle-disorder-in-2022/articleshow/124808304.cms,The Times of India
2025-10-25T13:57:23Z,Rajesh Kumar mourns Sarabhai vs Sarabhai's on-screen father Satish Shah’s demise; says 'Feels like I have lost my father',"Veteran actor and comedian Satish Shah has passed away at the age of 74 due to kidney failure. His friend Ashoke Pandit confirmed the news, highlighting the immense loss to the industry. Rajesh Kumar, who played his son Roshesh in 'Sarabhai vs Sarabhai', expr…",https://timesofindia.indiatimes.com/tv/news/hindi/rajesh-kumar-mourns-sarabhai-vs-sarabhais-on-screen-father-satish-shahs-demise-says-feels-like-i-have-lost-my-father/articleshow/124804719.cms,The Times of India
2025-10-25T11:48:50Z,Charting the Global Economy: Tame US CPI Supports More Fed Rate Cuts,"A delayed snapshot of US inflation in September came in softer than expected, potentially offering a path for the Federal Reserve to cut interest rates beyond next week’s meeting.",https://financialpost.com/pmn/business-pmn/charting-the-global-economy-tame-us-cpi-supports-more-fed-rate-cuts,Financial Post
2025-10-25T11:38:34Z,"With his ‘despicable’ RCMP rant, Pierre Poilievre is cementing his Daffy Duck status","The next test of the Bugs-Daffy dichotomy in Canada will be whether Carney can outwit Poilievre to pass his budget and remain in power. Heading up a minority government, he’ll need every tool at his disposal — maybe even the giant mallet — to rally enough vot…",https://www.nationalobserver.com/2025/10/25/opinion/pierre-poilievre-mark-carney-rcmp,National Observer
2025-10-25T11:38:31Z,Has business tuned out Trump’s temper tantrums?,"MONTREAL — Like exhausted parents, Canada’s business community seems to be increasingly tuning out the temper tantrums coming from downstairs. On Thursday, U.S. President Donald Trump announced he was halting trade talks with Canada over an anti-tariff ad cam…",https://financialpost.com/pmn/has-business-tuned-out-trumps-temper-tantrums-2,Financial Post
2025-10-25T11:27:50Z,Carney pitching Canada as reliable trade partner for Southeast Asia,"Prime Minister Mark Carney is pitching Canada as a reliable partner for Southeast Asia, one that's committed to rules-based trade.",https://toronto.citynews.ca/2025/10/25/carney-aims-to-sell-canada-as-reliable-partner-for-trade-in-southeast-asia/,Citynews.ca
2025-10-25T10:19:00Z,Ontario premier provokes Trump's ire once again with Reagan ad,"OTTAWA (Reuters) -The premier of Canada's most populous province has again complicated the country's delicate trade negotiations with the U.S., this time with a political ad targeting Americans that has drawn the ire of U.S. President Donald Trump. Read full …",https://www.thestar.com.my/news/world/2025/10/25/ontario-premier-provokes-trump039s-ire-once-again-with-reagan-ad,The Star Online
2025-10-25T10:00:25Z,"A bad week for Conservatives dredges up doubts, worries about Poilievre's future as leader","With Mark Carney more than willing to take Conservative ideas, what's left, one source said, becomes a test of leadership.",https://nationalpost.com/news/canada/a-bad-week-for-conservatives-dredges-up-doubts-worries-about-poilievres-future-as-leader,National Post
2025-10-25T09:31:09Z,Trump terminates all Canada trade talks,"U.S. President Donald Trump said on Thursday that all trade negotiations with Canada were terminated because a ""FAKE"" Canadian advertisement was designed to influence the U.S. Supreme Court's decision.",https://www.globalsecurity.org/wmd/library/news/canada/2025/canada-251024-pdo01.htm,Globalsecurity.org
2025-10-25T09:00:00Z,"‘I can play dirtier than they can, you know’: Trump’s fury at a Canadian ad about Reagan, tariffs and trade","Ontario Premier Doug Ford, who is pulling the ad, insisted it's had the intended effect of initiating a ""conversation"" about trade with the U.S.",https://fortune.com/2025/10/25/why-trump-canada-reagan-ad-dispute-tariffs-trade-ontario/,Fortune
2025-10-25T08:00:00Z,Shadow of Trump's trade war follows Carney to Malaysia,The prime minister is due to arrive in Malaysia for the summit of southeast Asian nations — looking to advance free trade talks there after the recent scuttling of negotiations with the United States.,https://www.cbc.ca/news/politics/trade-canada-trump-carney-asia-9.6953292,CBC News
2025-10-25T07:01:19Z,"Trump, tariffs and the World Series: How a TV ad upended trade talks between U.S., Canada",The latest trade tiff between the U.S. and Canada comes as the two countries face off in a different arena: the World Series.,https://www.usatoday.com/story/news/politics/2025/10/25/trump-tariff-canada-trade-world-series-ad/86878136007/,USA Today
2025-10-25T06:54:51Z,Trump says he can play 'dirtier' than Candada in row over anti-tariff ad,"After a reporter said the ad would be pulled on Monday, Trump replied: “That’s dirty play. But I can play dirtier than they can.”",https://www.thejournal.ie/trump-canada-play-dirty-tariff-reagan-ad-6855351-Oct2025/,TheJournal.ie
2025-10-25T06:18:32Z,Canadians pull Reagan advertisement after furious Trump halts trade talks,Ontario to stop running advertisement featuring voice of US President Ronald Reagan saying that trade tariffs were a bad idea.,https://www.aljazeera.com/news/2025/10/25/canadians-pull-reagan-advertisement-after-furious-trump-halts-trade-talks,Al Jazeera English
2025-10-25T06:02:11Z,"Thai PM to sign Cambodia ceasefire deal, skips summits over royal death",Leaders gather in Kuala Lumpur for ASEAN summit. Thailand's Prime Minister will sign a ceasefire deal with Cambodia. United States and China representatives will hold trade discussions. U.S. President Donald Trump will witness the signing. East Timor will be …,https://economictimes.indiatimes.com/news/international/world-news/thai-pm-to-sign-cambodia-ceasefire-deal-skips-summits-over-royal-death/articleshow/124800292.cms,The Times of India
2025-10-25T05:47:54Z,Trump: No plans to meet Carney during trip,"United States President Donald Trump told reporters, while boarding Air Force One for his Asia trip, that he had no plans to meet with Canadian Prime Minister Mark Carney.""No, I don’t have any plan to...",https://biztoc.com/x/f7318c258dbb4f33,Biztoc.com
2025-10-25T05:36:15Z,"'They played dirty, I can play dirtier': Trump blasts Canada, won’t meet Carney over Reagan ad","President Trump canceled trade negotiations with Canada, citing a ""dishonest"" advertisement by the Ontario provincial government featuring Ronald Reagan criticizing tariffs. Trump accused Canada of fraudulently using the ad to interfere with U.S. court decisi…",https://economictimes.indiatimes.com/news/international/world-news/they-played-dirty-i-can-play-dirtier-trump-blasts-canada-wont-meet-carney-over-reagan-ad/articleshow/124799823.cms,The Times of India
2025-10-25T05:00:00Z,John Collison of Stripe: Ireland is going backwards. Here’s how to get it moving,The Stripe co-founder looks at how the State can get out of the government-by-agency corner into which it has painted itself,https://www.irishtimes.com/life-style/people/2025/10/25/john-collison-of-stripe-ireland-is-going-backwards-heres-how-to-get-it-moving/,The Irish Times
2025-10-25T04:49:40Z,Trump wants China’s hand in solving his Russia problem,"President Trump seeks China's assistance in managing strained US-Russia relations during his upcoming Asia trip. The visit, marked by trade disputes and regional tensions, includes potential talks with Chinese President Xi Jinping. Trump aims to secure trade …",https://economictimes.indiatimes.com/news/international/world-news/trump-says-he-wants-china-to-help-us-out-on-russia/articleshow/124799289.cms,The Times of India
2025-10-25T04:48:32Z,"Ontario will pull ads that triggered Trump in order to restart trade talks, Ford says","OTTAWA — Ontario is hitting pause on its short-lived anti-tariff television ad campaign in the United States on Monday so that Canada-U.S. trade talks can resume, Ontario Premier Doug Ford said Friday. Ford said he decided to pull the plug on the campaign aft…",https://financialpost.com/pmn/ontario-will-pull-ads-that-triggered-trump-in-order-to-restart-trade-talks-ford-says-3,Financial Post
2025-10-25T04:30:00Z,Canadian prime minister ready to resume trade talks halted by Donald Trump over Reagan ad,Prime minister Mark Carney said yesterday Canada stands ready to resume trade talks with the United States that president Donald Trump halted over an anti-tariff advertisement issued by Ontario’s provincial government.,https://www.independent.ie/world-news/north-america/canadian-prime-minister-ready-to-resume-trade-talks-halted-by-donald-trump-over-reagan-ad/a751992855.html,Independent.ie
2025-10-25T04:01:02Z,"Who is Freddie Freeman’s wife? Meet Chelsea Freeman, the stylish and savvy entrepreneur making her mark while cheering on her husband’s baseball career","Chelsea Freeman, wife of baseball star Freddie Freeman, is more than a supportive spouse. She manages a thriving business, the Chelsea Freeman Collection, offering stylish game-day merchandise. Chelsea skillfully balances motherhood to three sons with her ent…",https://timesofindia.indiatimes.com/sports/mlb/news/who-is-freddie-freemans-wife-the-stylish-and-savvy-entrepreneur-making-her-mark-while-cheering-on-her-husbands-baseball-career/articleshow/124798594.cms,The Times of India
2025-10-25T04:00:00Z,"As a leader in finance, Mark Carney said climate action was critical. Where is that urgency now?","Mark Carney spent a decade as one of the most credible voices on climate action and the economy. Now as prime minister, he is scrapping emissions reductions policies, backing LNG projects and talking pipelines. As Canadians wait for details of his coming ‘cli…",https://www.cbc.ca/news/politics/carneyclimatecred-9.6950761,CBC News
2025-10-25T03:02:15Z,"Ontario to continue Reagan tariffs ad this weekend, pause campaign after world series to resume US trade talks",Ontario is pausing its US $54 million anti-tariff advertising campaign. The ads featured former US President Ronald Reagan's speech. US President Donald Trump strongly opposed the campaign. He called off trade negotiations with Canada. Ontario's Premier Doug …,https://economictimes.indiatimes.com/news/international/us/ontario-to-continue-reagan-tariffs-ad-this-weekend-pause-campaign-after-world-series-to-resume-us-trade-talks/articleshow/124798095.cms,The Times of India
2025-10-25T01:33:02Z,Carney ready to resume US-Canada trade talks halted by Trump over Reagan ad,Canada is ready to resume trade talks with the United States. President Donald Trump halted discussions over an anti-tariff advertisement from Ontario. Prime Minister Mark Carney stated Canada's readiness to negotiate. Ontario Premier Doug Ford agreed to paus…,https://economictimes.indiatimes.com/news/international/world-news/carney-ready-to-resume-us-canada-trade-talks-halted-by-trump-over-reagan-ad/articleshow/124797459.cms,The Times of India
2025-10-25T01:23:32Z,Trump aims to clinch deal with China's Xi during Asia trip,"President Trump embarks on a five-day Asian trip, aiming to secure trade and ceasefire deals before a crucial meeting with China's Xi Jinping. The visit to Malaysia, Japan, and South Korea comes amid ongoing trade tensions and doubts about a breakthrough with…",https://economictimes.indiatimes.com/news/international/global-trends/trump-aims-to-clinch-deal-with-chinas-xi-during-asia-trip/articleshow/124797410.cms,The Times of India
2025-10-25T01:08:35Z,Trump ends Canada access at shared border library,"In a picturesque town on the US-Canada border, workers under dark clouds were building a new entrance for Canadians into a library to replace one that had...",https://www.yahoo.com/news/articles/trump-ends-canada-access-shared-010835662.html,Yahoo Entertainment
2025-10-25T01:01:00Z,Canadian PM Carney on four-day official visit to Malaysia,"KUALA LUMPUR: Canadian Prime Minister Mark Carney will make an official working visit to Malaysia from Oct 25 to 28 and participate at the 47th Asean Summit and related Summits as guest, says Wisma Putra. Read full story",https://www.thestar.com.my/news/nation/2025/10/25/canadian-pm-carney-on-four-day-official-visit-to-malaysia,The Star Online
2025-10-25T00:48:00Z,Ontario halts anti-tariff commercial after Trump ended talks,"The premier of Canada's most populous province, Doug Ford, has halted a television commercial that had angered Donald Trump.",https://www.dw.com/en/ontario-halts-anti-tariff-commercial-after-trump-ended-talks/a-74492105,DW (English)
2025-10-25T00:43:00Z,Canadians pull tariff ad after furious Trump scraps trade talks,"Trump announced on his Truth Social network on Thursday that he had ""terminated"" all negotiations with Canada over what he called the ""fake"" ad campaign.",https://www.japantimes.co.jp/business/2025/10/25/economy/canada-tariff-ad-pulled-trump/,The Japan Times
2025-10-24T23:48:14Z,Ford pulls US ad campaign after Trump halts trade talks,"With emotions running high over Canada’s trade standoff with the US, Ontario Premier Doug Ford’s attempt to take his anti-tariff message directly to Americans appears to have backfired.",https://www.nationalobserver.com/2025/10/24/news/ford-us-ad-campaign-trump-trade-tariffs,National Observer
2025-10-24T23:17:29Z,Canada Caves: Ontario To Yank ‘Fake’ Reagan Ad After Pressure From Trump,Trump ended all trade talks with Canada on ThursdayThe liberal Canadian premier who launched a $75 million anti-tariff ad campaign in the United States featuring former President Ronald Reagan will yank the effort after pressure from President Donald Trump.On…,https://freerepublic.com/focus/f-news/4348463/posts,Freerepublic.com
2025-10-24T22:39:16Z,Trump’s Tantrum Over Accurate Reagan Quotes Backfires: Millions Learn Reagan Opposed His Tariff Policy,"Donald Trump just cut off all trade negotiations with Canada because an Ontario ad campaign quoted Ronald Reagan accurately. The quotes are real. The context is accurate. But Trump called them “fake” and “fraudulent,” and the Reagan Foundation—the institution…",https://www.techdirt.com/2025/10/24/trumps-tantrum-over-accurate-reagan-quotes-backfires-millions-learn-reagan-opposed-his-tariff-policy/,Techdirt
2025-10-24T22:18:59Z,Ontario to stop running anti-tariff advert that angered Trump,"The advertisement will be paused from Monday so ""trade talks can resume"" with the US, Doug Ford says.",https://www.bbc.com/news/articles/czr18g3j4j7o?xtor=AL-72-%5Bpartner%5D-%5Byahoo.north.america%5D-%5Bheadline%5D-%5Bnews%5D-%5Bbizdev%5D-%5Bisapi%5D,BBC News
2025-10-24T22:04:20Z,Canada Hails ‘Strategic Partnership’ with China as Trump Cuts Trade Talks,"Canadian Foreign Minister Anita Anand on Monday hailed Communist China as a valuable strategic partner, a dramatic turnaround from years of tense relations between Ottawa and Beijing necessitated by Canada’s deteriorating relationship with the United States.
2025-10-24T22:04:14Z,Michael Kovrig warns of China’s ‘diplomatic wrapping paper’ as Carney pursues deeper ties,"As Prime Minister Mark Carney aims to meet with Chinese President Xi Jinping amid a U.S. trade war, a former Canadian diplomat who spent more than a thousand days imprisoned in China is warning Ottawa to remember the threat China poses to Canada.",https://www.cbc.ca/news/politics/michael-kovrig-diplomat-china-carney-trade-9.6952748,CBC News
2025-10-24T21:45:08Z,Canada Launches Anti-Dumping Probe of Chinese Truck Body Imports,Canada is launching an anti-dumping investigation into truck body imports from China just as Prime Minister Mark Carney is trying to ease trade tensions with the east Asian country.,https://financialpost.com/pmn/business-pmn/canada-launches-anti-dumping-probe-of-chinese-truck-body-imports,Financial Post
2025-10-24T21:43:10Z,Ontario to pause anti-tariff Reagan ads after Trump calls off trade talks with Canada,Ontario Premier Doug Ford said the ad will still run during the World Series between the Blue Jays and Dodgers.,https://nypost.com/2025/10/24/us-news/ontario-to-pause-anti-tariff-reagan-ads-after-trump-calls-off-trade-talks-with-canada/,New York Post
2025-10-24T21:42:02Z,Here's the anti-tariff ad that upset Trump so much he ended trade talks with Canada,Canada has committed to scrapping the ad in hopes of restarting negotiations.,https://www.thejournal.ie/whats-the-anti-tariff-ad-that-upset-trump-so-much-that-he-ended-trade-talks-with-canada-6855251-Oct2025/,TheJournal.ie
2025-10-24T21:41:59Z,Canada Seeks New Trade Partners in Asia After Trump’s Blowup,Prime Minister Mark Carney hopes to decrease Ottawa’s dependence on Washington.,http://foreignpolicy.com/2025/10/24/canada-mark-carney-trade-talks-asia-trump-ronald-reagan-ontario-ad/,Foreign Policy
2025-10-24T21:28:34Z,"Ontario Premier Doug Ford caves, pulls anti-tariff ad after Trump blowback",Trump accused the provincial government of interfering with the Supreme Court's decision,https://www.wnd.com/2025/10/ontario-premier-doug-ford-caves-pulls-anti-tariff/,Wnd.com
2025-10-24T21:28:07Z,"1 doctor for 1,000 people: WHO 'standard' that never was","The widely cited 1 doctor per 1,000 population ratio is a myth, the WHO has clarified. This figure, often used by governments to justify expanding medical colleges, lacks WHO backing. Experts emphasize that health workforce planning must consider unique natio…",https://timesofindia.indiatimes.com/india/1-doctor-for-1000-people-who-standard-that-never-was/articleshow/124794865.cms,The Times of India
